repo,number,state,merged,created_at,closed_or_merged_at,additions,deletions,changed_files,description_length,comments,review_comments,participants
freeCodeCamp/freeCodeCamp,59155,closed,True,2025-03-05T23:37:13Z,2025-03-06T12:02:19Z,112,112,88,511,0,0,2
freeCodeCamp/freeCodeCamp,59154,closed,True,2025-03-05T22:43:15Z,2025-03-07T09:21:31Z,162,75,2,739,0,0,2
freeCodeCamp/freeCodeCamp,59153,closed,True,2025-03-05T21:57:02Z,2025-03-06T07:26:34Z,2,2,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59152,closed,True,2025-03-05T21:45:23Z,2025-03-08T15:58:25Z,7,7,1,750,1,0,2
freeCodeCamp/freeCodeCamp,59150,closed,True,2025-03-05T21:10:40Z,2025-03-14T18:31:58Z,1007,1246,94,1081,0,0,2
freeCodeCamp/freeCodeCamp,59149,closed,True,2025-03-05T19:33:29Z,2025-03-05T20:28:41Z,2,2,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59148,closed,True,2025-03-05T19:30:08Z,2025-03-06T07:31:26Z,27,1,1,1000,0,0,2
freeCodeCamp/freeCodeCamp,59146,closed,True,2025-03-05T18:34:57Z,2025-03-05T20:11:55Z,1,1,1,751,0,1,2
freeCodeCamp/freeCodeCamp,59144,closed,True,2025-03-05T17:39:39Z,2025-03-08T09:50:37Z,104,64,1,748,0,0,2
freeCodeCamp/freeCodeCamp,59143,closed,True,2025-03-05T16:46:00Z,2025-03-05T18:59:13Z,2,2,2,515,2,2,2
freeCodeCamp/freeCodeCamp,59142,closed,True,2025-03-05T16:01:15Z,2025-03-06T13:40:32Z,4,4,2,872,0,1,2
freeCodeCamp/freeCodeCamp,59141,closed,True,2025-03-05T14:01:41Z,2025-03-05T16:14:48Z,1,1,1,47,0,0,2
freeCodeCamp/freeCodeCamp,59140,closed,True,2025-03-05T13:13:55Z,2025-03-13T05:29:45Z,8,9,4,754,0,5,4
freeCodeCamp/freeCodeCamp,59139,closed,True,2025-03-05T12:45:55Z,2025-04-01T21:05:05Z,86,5,1,670,0,0,2
freeCodeCamp/freeCodeCamp,59138,closed,True,2025-03-05T12:26:27Z,2025-03-05T16:15:22Z,30,10,10,45,0,0,2
freeCodeCamp/freeCodeCamp,59137,closed,True,2025-03-05T10:57:49Z,2025-03-05T11:37:56Z,8,8,5,425,4,0,2
freeCodeCamp/freeCodeCamp,59134,closed,True,2025-03-05T03:00:41Z,2025-03-05T08:24:39Z,3,3,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59132,closed,True,2025-03-05T00:52:55Z,2025-03-05T09:00:58Z,1,1,1,750,1,0,2
freeCodeCamp/freeCodeCamp,59131,closed,True,2025-03-04T22:17:02Z,2025-03-07T10:22:47Z,129,1,2,553,0,19,2
freeCodeCamp/freeCodeCamp,59130,closed,True,2025-03-04T19:58:07Z,2025-03-11T16:57:00Z,262,1,5,553,0,14,4
freeCodeCamp/freeCodeCamp,59128,closed,True,2025-03-04T16:37:15Z,2025-03-17T18:57:19Z,3006,2450,451,1112,0,0,2
freeCodeCamp/freeCodeCamp,59124,closed,True,2025-03-04T14:49:08Z,2025-03-04T15:50:18Z,10,1,1,745,0,0,2
freeCodeCamp/freeCodeCamp,59123,closed,True,2025-03-04T14:28:34Z,2025-03-07T16:48:03Z,43,21,1,736,0,0,2
freeCodeCamp/freeCodeCamp,59118,closed,True,2025-03-04T04:35:03Z,2025-03-04T07:55:08Z,3,3,2,877,0,0,2
freeCodeCamp/freeCodeCamp,59114,closed,True,2025-03-03T21:37:01Z,2025-03-04T07:02:31Z,1,1,1,892,0,0,2
freeCodeCamp/freeCodeCamp,59113,closed,True,2025-03-03T21:25:22Z,2025-04-01T20:32:53Z,56,19,4,1048,10,3,2
freeCodeCamp/freeCodeCamp,59112,closed,True,2025-03-03T21:15:45Z,2025-03-11T16:42:22Z,15942,40,158,549,0,126,3
freeCodeCamp/freeCodeCamp,59111,closed,True,2025-03-03T19:19:44Z,2025-03-04T14:17:04Z,1,1,1,797,0,0,2
freeCodeCamp/freeCodeCamp,59109,closed,True,2025-03-03T19:08:36Z,2025-03-05T19:20:53Z,11,0,1,836,0,0,2
freeCodeCamp/freeCodeCamp,59108,closed,True,2025-03-03T14:05:00Z,2025-04-02T20:06:52Z,143,22,1,799,1,1,3
freeCodeCamp/freeCodeCamp,59107,closed,True,2025-03-03T14:02:38Z,2025-03-03T16:59:31Z,1,1,1,47,0,0,2
freeCodeCamp/freeCodeCamp,59105,closed,True,2025-03-03T13:20:15Z,2025-03-10T11:48:50Z,57,57,6,1376,3,4,3
freeCodeCamp/freeCodeCamp,59104,closed,True,2025-03-03T12:26:04Z,2025-03-03T16:59:53Z,33,23,11,45,0,0,2
freeCodeCamp/freeCodeCamp,59102,closed,True,2025-03-03T11:56:01Z,2025-03-04T14:02:15Z,45,7,1,799,0,1,2
freeCodeCamp/freeCodeCamp,59101,closed,True,2025-03-03T09:54:43Z,2025-03-04T14:45:13Z,1,1,1,989,1,0,2
freeCodeCamp/freeCodeCamp,59100,closed,True,2025-03-03T09:16:50Z,2025-03-04T06:57:15Z,4,4,2,1163,0,0,2
freeCodeCamp/freeCodeCamp,59099,closed,True,2025-03-03T08:06:22Z,2025-03-03T10:39:35Z,186,0,31,931,0,0,2
freeCodeCamp/freeCodeCamp,59098,closed,True,2025-03-03T07:17:51Z,2025-03-03T11:22:41Z,2,2,2,1048,1,0,2
freeCodeCamp/freeCodeCamp,59097,closed,True,2025-03-03T04:39:39Z,2025-03-03T11:35:22Z,1,1,1,948,1,1,2
freeCodeCamp/freeCodeCamp,59096,closed,True,2025-03-03T00:40:20Z,2025-03-04T06:25:54Z,4,3,1,1110,0,2,3
freeCodeCamp/freeCodeCamp,59095,closed,True,2025-03-02T23:42:53Z,2025-03-03T08:11:25Z,1,11,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59092,closed,True,2025-03-02T19:27:10Z,2025-03-03T05:01:37Z,2,2,2,1111,0,0,2
freeCodeCamp/freeCodeCamp,59090,closed,True,2025-03-02T19:06:38Z,2025-03-03T18:47:59Z,2,2,2,1048,3,0,2
freeCodeCamp/freeCodeCamp,59086,closed,True,2025-03-02T11:19:22Z,2025-03-03T17:56:58Z,1,6,1,1109,0,2,3
freeCodeCamp/freeCodeCamp,59085,closed,True,2025-03-01T11:15:05Z,2025-03-02T17:27:01Z,1,1,1,979,2,0,2
freeCodeCamp/freeCodeCamp,59074,closed,True,2025-02-28T17:07:20Z,2025-03-06T07:52:51Z,36,78,5,984,0,0,2
freeCodeCamp/freeCodeCamp,59070,closed,True,2025-02-28T14:29:49Z,2025-03-10T17:57:24Z,5,1,1,736,0,1,2
freeCodeCamp/freeCodeCamp,59069,closed,True,2025-02-28T14:26:47Z,2025-03-01T17:15:25Z,1,1,1,624,0,1,2
freeCodeCamp/freeCodeCamp,59068,closed,True,2025-02-28T14:22:57Z,2025-03-11T16:19:19Z,7,4,1,738,0,3,2
freeCodeCamp/freeCodeCamp,59067,closed,True,2025-02-28T13:49:02Z,2025-02-28T18:59:19Z,1,1,1,733,0,0,2
freeCodeCamp/freeCodeCamp,59066,closed,True,2025-02-28T13:41:02Z,2025-02-28T20:18:20Z,1,135,4,852,0,0,2
freeCodeCamp/freeCodeCamp,59065,closed,True,2025-02-28T13:00:21Z,2025-03-01T11:05:33Z,6,4,1,47,0,0,2
freeCodeCamp/freeCodeCamp,59063,closed,True,2025-02-28T11:21:04Z,2025-03-11T16:15:37Z,68,17,1,800,0,2,3
freeCodeCamp/freeCodeCamp,59062,closed,True,2025-02-28T11:12:02Z,2025-03-03T13:42:39Z,2,0,1,0,0,0,2
freeCodeCamp/freeCodeCamp,59060,closed,True,2025-02-28T10:06:34Z,2025-03-04T23:54:27Z,56,20,1,833,0,0,2
freeCodeCamp/freeCodeCamp,59059,closed,True,2025-02-28T10:05:28Z,2025-03-03T13:44:38Z,3,0,1,31,0,0,2
freeCodeCamp/freeCodeCamp,59058,closed,True,2025-02-28T09:46:36Z,2025-03-11T15:43:28Z,3,0,1,60,0,0,2
freeCodeCamp/freeCodeCamp,59057,closed,True,2025-02-28T09:25:18Z,2025-03-04T14:13:11Z,5,0,1,0,0,0,2
freeCodeCamp/freeCodeCamp,59056,closed,True,2025-02-28T09:12:17Z,2025-03-10T18:21:03Z,15,0,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59055,closed,True,2025-02-28T08:48:50Z,2025-03-04T20:25:47Z,3,1,1,752,0,0,2
freeCodeCamp/freeCodeCamp,59053,closed,True,2025-02-28T05:12:44Z,2025-03-05T19:54:08Z,58,44,4,1349,14,2,3
freeCodeCamp/freeCodeCamp,59052,closed,True,2025-02-28T04:44:49Z,2025-03-01T17:49:07Z,1,1,1,802,0,0,2
freeCodeCamp/freeCodeCamp,59050,closed,True,2025-02-27T20:28:38Z,2025-02-28T16:12:23Z,10,10,1,1277,0,0,2
freeCodeCamp/freeCodeCamp,59046,closed,True,2025-02-27T17:03:18Z,2025-02-27T19:10:57Z,1,1,1,750,0,0,2
freeCodeCamp/freeCodeCamp,59045,closed,True,2025-02-27T16:42:51Z,2025-02-28T20:31:29Z,2,2,2,801,0,0,3
freeCodeCamp/freeCodeCamp,59044,closed,False,2025-02-27T16:19:52Z,2025-04-02T15:12:21Z,82,14,20,1558,1,0,1
freeCodeCamp/freeCodeCamp,59043,closed,False,2025-02-27T15:49:58Z,2025-03-13T04:42:05Z,2,2,1,823,1,0,1
freeCodeCamp/freeCodeCamp,59042,closed,True,2025-02-27T14:35:43Z,2025-03-02T18:28:54Z,2,0,1,947,0,0,2
freeCodeCamp/freeCodeCamp,59041,closed,False,2025-02-27T14:18:00Z,2025-02-28T10:36:53Z,2,2,1,817,2,5,2
freeCodeCamp/freeCodeCamp,59040,closed,True,2025-02-27T14:04:29Z,2025-04-02T16:35:04Z,18,5,2,1023,0,4,3
freeCodeCamp/freeCodeCamp,59039,closed,True,2025-02-27T13:28:25Z,2025-02-27T19:33:11Z,1,1,1,765,1,0,2
freeCodeCamp/freeCodeCamp,59037,closed,True,2025-02-27T10:58:10Z,2025-03-10T05:54:38Z,18,15,1,799,0,0,2
freeCodeCamp/freeCodeCamp,59034,closed,True,2025-02-27T10:16:40Z,2025-02-27T11:18:05Z,1,1,1,414,1,0,2
freeCodeCamp/freeCodeCamp,59033,closed,True,2025-02-27T09:56:36Z,2025-03-07T09:15:05Z,12,8,1,750,2,4,3
freeCodeCamp/freeCodeCamp,59031,closed,True,2025-02-27T07:24:48Z,2025-03-07T07:27:36Z,20,0,2,1125,2,5,4
freeCodeCamp/freeCodeCamp,59029,closed,True,2025-02-27T04:10:42Z,2025-03-03T17:18:44Z,18,20,1,928,0,0,2
freeCodeCamp/freeCodeCamp,59026,closed,True,2025-02-27T03:31:35Z,2025-03-01T17:19:01Z,2,0,1,1084,0,0,2
freeCodeCamp/freeCodeCamp,59025,closed,True,2025-02-27T00:21:33Z,2025-03-10T11:30:04Z,442,0,1,940,12,18,3
freeCodeCamp/freeCodeCamp,59019,closed,True,2025-02-26T18:59:55Z,2025-03-11T19:55:54Z,4492,1844,11,750,5,0,2
freeCodeCamp/freeCodeCamp,59013,closed,True,2025-02-26T15:18:28Z,2025-02-27T20:28:13Z,82,1,1,789,0,2,4
freeCodeCamp/freeCodeCamp,59010,closed,False,2025-02-26T14:21:16Z,2025-02-27T00:16:59Z,487,0,1,925,1,0,1
freeCodeCamp/freeCodeCamp,59009,closed,True,2025-02-26T14:02:55Z,2025-02-26T14:54:11Z,1,1,1,47,0,0,2
freeCodeCamp/freeCodeCamp,59007,closed,True,2025-02-26T12:26:12Z,2025-02-26T14:40:23Z,20,10,10,45,0,0,2
freeCodeCamp/freeCodeCamp,59006,closed,True,2025-02-26T10:43:13Z,2025-02-26T20:17:41Z,2,1,1,1036,0,0,2
freeCodeCamp/freeCodeCamp,59002,closed,False,2025-02-26T08:35:05Z,2025-02-26T09:25:08Z,2,2,2,416,2,0,1
freeCodeCamp/freeCodeCamp,59001,closed,True,2025-02-26T08:17:27Z,2025-02-28T12:03:19Z,531,25,43,1218,7,0,2
freeCodeCamp/freeCodeCamp,58999,closed,True,2025-02-26T04:59:39Z,2025-02-26T10:03:06Z,3,3,1,838,2,2,3
freeCodeCamp/freeCodeCamp,58997,closed,True,2025-02-25T23:23:57Z,2025-02-26T09:07:46Z,3,3,1,750,2,0,2
freeCodeCamp/freeCodeCamp,58996,closed,True,2025-02-25T22:52:15Z,2025-02-28T07:49:56Z,13,0,1,750,0,0,2
freeCodeCamp/freeCodeCamp,58993,closed,True,2025-02-25T21:44:39Z,2025-02-26T16:19:45Z,9,1,1,750,0,0,2
freeCodeCamp/freeCodeCamp,58986,closed,False,2025-02-25T18:52:42Z,2025-02-28T07:15:24Z,2,2,1,750,1,2,2
freeCodeCamp/freeCodeCamp,58985,closed,True,2025-02-25T18:48:18Z,2025-02-28T07:13:30Z,2,2,1,843,0,0,2
freeCodeCamp/freeCodeCamp,58983,closed,True,2025-02-25T15:46:09Z,2025-02-27T19:23:41Z,219,5,5,733,1,11,2
freeCodeCamp/freeCodeCamp,58982,closed,True,2025-02-25T15:15:24Z,2025-03-10T11:45:47Z,12,0,2,1511,5,2,2
freeCodeCamp/freeCodeCamp,58981,closed,True,2025-02-25T14:27:58Z,2025-02-27T23:56:00Z,15,3,1,652,0,1,3
freeCodeCamp/freeCodeCamp,58978,closed,True,2025-02-25T12:26:28Z,2025-03-03T20:27:00Z,84,2,2,750,1,6,3
freeCodeCamp/freeCodeCamp,58977,closed,True,2025-02-25T11:29:26Z,2025-03-03T10:49:04Z,84,3,2,733,0,2,2
freeCodeCamp/freeCodeCamp,58973,closed,True,2025-02-25T06:54:18Z,2025-02-26T08:37:07Z,4,4,1,794,0,1,2
freeCodeCamp/freeCodeCamp,58972,closed,False,2025-02-24T23:23:22Z,2025-02-28T05:50:40Z,873,222,79,1251,7,3,2
freeCodeCamp/freeCodeCamp,58971,closed,True,2025-02-24T21:22:53Z,2025-03-03T14:46:49Z,461,0,1,750,15,33,4
freeCodeCamp/freeCodeCamp,58970,closed,True,2025-02-24T18:05:44Z,2025-02-26T07:17:52Z,90,2,2,789,0,4,3
freeCodeCamp/freeCodeCamp,58969,closed,True,2025-02-24T17:09:46Z,2025-02-26T15:23:54Z,124,3,3,750,0,3,2
freeCodeCamp/freeCodeCamp,58967,closed,True,2025-02-24T15:51:26Z,2025-02-27T19:17:58Z,423,7,7,733,0,35,2
freeCodeCamp/freeCodeCamp,58964,closed,True,2025-02-24T14:49:04Z,2025-02-24T17:28:31Z,1,1,1,808,0,0,2
freeCodeCamp/freeCodeCamp,58963,closed,True,2025-02-24T14:03:49Z,2025-02-24T17:28:52Z,1,1,1,47,0,0,2
freeCodeCamp/freeCodeCamp,58960,closed,True,2025-02-24T12:26:19Z,2025-02-24T17:34:45Z,70,72,10,45,0,0,2
freeCodeCamp/freeCodeCamp,58956,closed,True,2025-02-24T04:07:15Z,2025-02-24T14:33:13Z,4,8,2,830,0,0,2
freeCodeCamp/freeCodeCamp,58955,closed,True,2025-02-24T01:32:43Z,2025-02-24T10:28:56Z,1,1,1,750,0,0,2
freeCodeCamp/freeCodeCamp,58953,closed,True,2025-02-23T20:55:53Z,2025-03-07T09:09:30Z,26,26,7,750,4,10,3
freeCodeCamp/freeCodeCamp,58949,closed,True,2025-02-23T12:21:24Z,2025-04-02T18:43:48Z,1,1,1,676,2,1,2
freeCodeCamp/freeCodeCamp,58948,closed,True,2025-02-23T11:59:25Z,2025-03-03T19:54:35Z,1,1,1,750,4,0,3
freeCodeCamp/freeCodeCamp,58946,closed,True,2025-02-23T00:13:04Z,2025-02-24T11:15:55Z,4,16,1,838,0,1,2
freeCodeCamp/freeCodeCamp,58943,closed,True,2025-02-22T15:06:11Z,2025-03-05T03:19:44Z,13942,39,139,852,6,156,4
freeCodeCamp/freeCodeCamp,58942,closed,True,2025-02-22T08:34:25Z,2025-02-25T09:28:27Z,16,4,1,1094,3,0,3
freeCodeCamp/freeCodeCamp,58940,closed,True,2025-02-22T07:51:37Z,2025-02-22T09:03:02Z,4,4,1,789,0,0,2
freeCodeCamp/freeCodeCamp,58937,closed,True,2025-02-21T17:49:23Z,2025-02-25T06:43:23Z,2,3,2,781,0,0,2
freeCodeCamp/freeCodeCamp,58935,closed,True,2025-02-21T17:00:17Z,2025-02-21T21:23:43Z,2,2,1,751,1,0,2
freeCodeCamp/freeCodeCamp,58934,closed,True,2025-02-21T15:28:23Z,2025-02-24T17:14:09Z,22,3,1,735,0,0,2
freeCodeCamp/freeCodeCamp,58933,closed,True,2025-02-21T15:00:07Z,2025-02-24T17:15:24Z,9,2,1,735,0,0,2
freeCodeCamp/freeCodeCamp,58929,closed,True,2025-02-21T12:52:35Z,2025-02-28T15:16:48Z,172,2,2,735,0,27,2
freeCodeCamp/freeCodeCamp,58928,closed,True,2025-02-21T11:10:20Z,2025-02-21T14:01:52Z,30,40,3,828,0,0,2
freeCodeCamp/freeCodeCamp,58927,closed,True,2025-02-21T09:50:28Z,2025-02-21T10:20:45Z,3,3,2,883,1,0,2
freeCodeCamp/freeCodeCamp,58925,closed,True,2025-02-21T09:20:49Z,2025-02-23T01:29:00Z,32,68,2,924,0,0,2
freeCodeCamp/freeCodeCamp,58924,closed,True,2025-02-21T09:16:40Z,2025-02-24T17:13:10Z,94,83,3,1211,0,0,2
freeCodeCamp/freeCodeCamp,58920,closed,True,2025-02-21T01:08:09Z,2025-02-24T08:47:23Z,6,20,4,649,0,0,2
freeCodeCamp/freeCodeCamp,58918,closed,True,2025-02-21T00:17:05Z,2025-02-21T00:56:33Z,0,24,2,1139,0,0,1
freeCodeCamp/freeCodeCamp,58916,closed,True,2025-02-20T16:05:54Z,2025-02-20T18:34:50Z,1,1,1,750,1,0,2
freeCodeCamp/freeCodeCamp,58913,closed,True,2025-02-20T12:47:59Z,2025-02-21T07:41:53Z,1,1,1,668,0,0,2
freeCodeCamp/freeCodeCamp,58912,closed,True,2025-02-20T11:47:12Z,2025-02-25T20:35:34Z,1276,179,6,880,1,2,3
freeCodeCamp/freeCodeCamp,58906,closed,True,2025-02-20T05:48:15Z,2025-02-20T14:29:01Z,10,10,1,410,0,0,2
